,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
149,Bacurau,2019,N/A,19 Mar 2020,131 min,"Adventure, Mystery, Thriller","Juliano Dornelles, Kleber Mendonça Filho","Kleber Mendonça Filho, Juliano Dornelles","Bárbara Colen, Thomas Aquino, Silvero Pereira","After the death of her grandmother, Teresa comes home to her matriarchal village in a near-future Brazil to find a succession of sinister events that mobilizes all of its residents.","Portuguese, English",https://m.media-amazon.com/images/M/MV5BYjc1N2M1YjMtYzBiNi00NGFiLThkN2QtY2EwZGU5MDRkODAzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,82,7.4,"$57,000",N/A
150,The Dissident,2020,PG-13,08 Jan 2021,119 min,"Documentary, Crime, Thriller",Bryan Fogel,"Bryan Fogel, Mark Monroe","Omar Abdulaziz, Fahrettin Altun, John O. Brennan","When Washington Post journalist Jamal Khashoggi disappears in Istanbul, his fiancée and dissidents around the world piece together the clues to a murder and expose a global cover up.","Arabic, Turkish, English",https://m.media-amazon.com/images/M/MV5BNjJlOWUwODAtYWQ3My00MTBjLWIyYjgtZGFiNDRlYjc5NWUyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,81,7.9,"$55,608",N/A
151,La Gomera,2019,Not Rated,13 Sep 2019,97 min,"Comedy, Crime, Drama",Corneliu Porumboiu,Corneliu Porumboiu,"Vlad Ivanov, Catrinel Marlon, Rodica Lazar","Not everything is as it seems for Cristi, a policeman who plays both sides of the law. Embarking with the beautiful Gilda on a high-stakes heist, both will have to navigate the twists and turns of corruption, treachery and deception.","Romanian, English, Spanish",https://m.media-amazon.com/images/M/MV5BMjI4MjM1NTctMmQwYy00ZDE3LTllOTAtODRlNjJkMTg1MDAwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,76,6.3,"$54,415",Mainstay Entertainment
152,A Simple Wedding,2018,TV-14,14 Feb 2020,88 min,"Comedy, Romance",Sara Zandieh,"Sara Zandieh, Stephanie Wu","Shohreh Aghdashloo, Houshang Touzie, Nina Nayebi",A young Iranian-American woman goes to great lengths to appease her parents and their need to see her settled down.,English,https://m.media-amazon.com/images/M/MV5BNzFjZDZlY2YtZjM5NS00YTI0LWE2ZGMtYjkyMzNmZmM3NDEwXkEyXkFqcGdeQXVyNjE4MDEyMzI@._V1_SX300.jpg,N/A,5.5,"$51,032",N/A
153,Miss Fisher and the Crypt of Tears,2020,TV-14,27 Feb 2020,101 min,"Adventure, Drama, Mystery",Tony Tilse,"Deb Cox, Kerry Greenwood","Essie Davis, Nathan Page, Rupert Penry-Jones","After freeing a young girl from her unjust imprisonment in Jerusalem, Phryne Fisher begins to unravel a mystery concerning priceless emeralds, ancient curses and the truth behind the suspicious disappearance of Shirin's forgotten tri","English, Arabic, French, Spanish",https://m.media-amazon.com/images/M/MV5BZDc5MDhjZjAtNWIxMi00MWEyLThiNDQtODU0N2YwNWE0NzdiXkEyXkFqcGdeQXVyMTEyMTYyMDAx._V1_SX300.jpg,N/A,6.1,"$51,145",N/A
154,Henchmen,2018,N/A,09 Oct 2020,89 min,"Animation, Comedy, Family",Adam Wood,"Bobby Henwood, Jay D. Waxman, Adam Wood","Thomas Middleditch, James Marsden, Rosario Dawson","When the world is threatened by an evil supervillain, a teenager and his mentor team up to stop him.",N/A,https://m.media-amazon.com/images/M/MV5BN2IzYmUwODMtMTkzMC00MDEyLThmNDYtYzY5ZGIzM2MxNzRlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,N/A,5.1,"$49,030","Trilogy Films, MSNBC Films, ACE Content, Focus Features, Jaywalker Pictures, Platform One Media"
155,The Way I See It,2020,PG-13,18 Sep 2020,100 min,Documentary,Dawn Porter,N/A,"Pete Souza, Barack Obama, Ben Rhodes",Former Chief Official White House Photographer Pete Souza's journey as a person with top secret clearance and total access to the President.,English,https://m.media-amazon.com/images/M/MV5BYmJiYTM2MDQtNDNhMy00ZTllLWI2ODEtNzdmNTYwYjU1ZjExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,67,8.3,"$47,037",Hot Winter Films
156,VHYes,2019,Not Rated,31 Jan 2020,72 min,Comedy,Jack Henry Robbins,"Nunzio Randazzo, Jack Henry Robbins, Nate Gold","Jake Head, Christopher Marble, Christian Drerup","This bizarre retro comedy, shot entirely on VHS and Beta, follows 12-year-old Ralph as he accidentally records home videos and his favorite late night shows over his parents' wedding tape.",English,https://m.media-amazon.com/images/M/MV5BOTg3YThjOWUtMGExNi00NzYyLTkwY2MtYmI1YTFiNjVlNDhjXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,52,5.9,N/A,N/A
157,Druk,2020,Not Rated,18 Dec 2020,117 min,"Comedy, Drama",Thomas Vinterberg,"Thomas Vinterberg, Tobias Lindholm","Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang",Four high school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,"Danish, Swedish",https://m.media-amazon.com/images/M/MV5BOTNjM2Y2ZjgtMDc5NS00MDQ1LTgyNGYtYzYwMTAyNWQwYTMyXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_SX300.jpg,79,7.8,"$36,723",N/A
158,Three Christs,2017,R,03 Jan 2020,109 min,Drama,Jon Avnet,"Eric Nazarian, Jon Avnet, Milton Rokeach","Richard Gere, Peter Dinklage, Bradley Whitford","Three Christs follows Dr. Alan Stone who is treating three paranoid schizophrenic patients at the Ypsilanti State Hospital in Michigan, each of whom believed they were Jesus Christ. What transpires is both comic and deeply moving.","English, French, Latin",https://m.media-amazon.com/images/M/MV5BY2JmZGJiYmYtNTcyNC00ODY4LTg5YWUtOTFlNWVhZDRlNDM1XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,39,6.1,N/A,N/A
159,Other Music,2019,N/A,15 Apr 2020,83 min,"Documentary, Music","Puloma Basu, Rob Hatch-Miller",N/A,"Chris Vanderloo, Josh Madell, Daniel Givens","For 20 years indie record store Other Music was an influential hub of music culture in NYC. Featuring Vampire Weekend, Animal Collective, Interpol and more, the film reminds us that the spirit of the much-loved destination will live ",English,https://m.media-amazon.com/images/M/MV5BMWI3MTFmYWYtMjAwNC00ZWQ0LWI2MTQtZGNjMThlNmVhMzYxXkEyXkFqcGdeQXVyMTE4NTYyMTc@._V1_SX300.jpg,68,7.2,"$45,000",N/A
160,Solo Brathuke So Better,2020,N/A,25 Dec 2020,122 min,"Comedy, Drama, Romance",Subbu,Subbu,"Ajay, Nazia Davison, Vennela Kishore",A man who denies the value of committed relationships meets a woman and has a change of heart.,Telugu,https://m.media-amazon.com/images/M/MV5BNGExMTkzNDktZTRkNC00NGVjLTk1NGEtMGNlNzNiNzE2MjhiXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,N/A,5.7,N/A,N/A
161,Juvenile Delinquents,2017,N/A,11 Mar 2017,22 min,"Short, Crime, Drama, Thriller",Mahmad Rahil Mansuri,"Mahmad Rahil Mansuri (story), Mahmad Rahil Mansuri",N/A,Two slum teenagers accidently get into a horrific situation whilst going about their daily routine of robbing and snatching.,Hindi,N/A,N/A,N/A,"$33,817",N/A
162,True History of the Kelly Gang,2019,R,24 Apr 2020,124 min,"Biography, Crime, Drama",Justin Kurzel,"Shaun Grant, Peter Carey","George MacKay, Essie Davis, Nicholas Hoult",Based on Peter Carey's novel. The story of Australian bushranger Ned Kelly and his gang as they flee from authorities during the 1870s.,"English, Latin",https://m.media-amazon.com/images/M/MV5BYjIxN2M2YWMtMDYwOC00MDZiLWIwOTUtYTYzZmNjMTNiYjhjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,75,6.0,"$33,419",N/A
163,Swallow,2019,R,05 Jun 2020,94 min,"Drama, Mystery, Thriller",Carlo Mirabella-Davis,Carlo Mirabella-Davis,"Haley Bennett, Austin Stowell, Denis O'Hare","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.","English, Arabic",https://m.media-amazon.com/images/M/MV5BYmUxYzAxMTgtNzhjNC00YjI1LTlmMTItOGU0ZmZjZmQ5NmVlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,65,6.5,"$32,705",N/A
164,Hunter Hunter,2020,Unrated,18 Dec 2020,93 min,"Horror, Thriller",Shawn Linden,Shawn Linden,"Camille Sullivan, Summer H. Howell, Devon Sawa","Joseph and his family live in the remote wilderness as fur trappers, but their tranquility is threatened when they think they are being hunted by the return of a rogue wolf, and Joseph leaves them behind to track it.",English,https://m.media-amazon.com/images/M/MV5BYjc1ZTFiNGItMzQyYy00OTFlLThjOGYtNzA2NWY1M2E4MTAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,61,6.4,"$32,259",N/A
165,Embattled,2020,R,20 Nov 2020,117 min,"Action, Drama, Sport",Nick Sarkisov,"David McKenna, Frank Ragen","Elizabeth Reaser, Stephen Dorff, Drew Starkey","A son aspires to follow in his famous MMA father's footsteps, but along his journey must figure out how to break the abusive cycle, if possible, that his father has continued.",English,https://m.media-amazon.com/images/M/MV5BOGFlYzEyZjUtZmM4Zi00ZGJjLWFjYTUtN2FhNDcwMDVkOTlmXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,56,6.5,"$32,444",N/A
166,Nick Mason's Saucerful of Secrets: Live at the Roundhouse,2020,Not Rated,06 Mar 2020,115 min,Music,James Tonkin,N/A,N/A,"Nick Mason's Saucerful of Secrets' Live at The Roundhouse features all-stars led by Pink Floyd's drummer, playing the band's early songs at one of the first venues Pink Floyd performed.",N/A,https://m.media-amazon.com/images/M/MV5BNGEyZDc3ZGMtNDlkNi00ZThhLTkxMmItOTY2NTBhM2U4ZjVlXkEyXkFqcGdeQXVyMTAzMTcxNjI@._V1_SX300.jpg,N/A,8.0,"$31,250",N/A
167,Max Winslow and the House of Secrets,2019,PG,23 Oct 2020,98 min,"Family, Sci-Fi, Thriller",Sean Olson,Jeff Wild,"Chad Michael Murray, Marina Sirtis, Sydne Mikelle",Five teens compete to win a mansion owned by an eccentric billionaire. The night takes a dark turn when they become trapped and are forced to face off against a super computer who has gone rogue.,English,https://m.media-amazon.com/images/M/MV5BNjVmZGVkNzAtMzZkMC00MTQ0LWEzMzYtYmQyODgyMmI0Y2QwXkEyXkFqcGdeQXVyMDc1MjE0MA@@._V1_SX300.jpg,N/A,5.1,"$32,323",N/A
168,Counter Column,2020,PG-13,13 Aug 2020,98 min,Drama,Gilbert Sorola,"Matthew Jordan, Gilbert Sorola, Laura Starkey","Chris Gonzales, Nathan-Andrew Hight, Michael Kaiser","An inner-city drug dealer joins the Army, only to clash with a hard-headed Christian determined to share his faith.",English,https://m.media-amazon.com/images/M/MV5BZjNlZTE3OTYtNGZmNy00ZGY5LTgzNDYtYzUzNGJjMzEzNjZjXkEyXkFqcGdeQXVyODk0MjcxODE@._V1_SX300.jpg,N/A,8.8,"$30,444",N/A
169,After Parkland,2019,Unrated,26 Apr 2019,92 min,Documentary,"Jake Lefferman, Emily Taguchi",N/A,"Rebecca Boldrick, Anthony Gonzalez, Victoria Gonzalez","An intimate chronicle of families as they navigate their way through the unthinkable, reckoning with unexpected loss, journeying through grief, and searching for new meaning.",English,https://m.media-amazon.com/images/M/MV5BOGJjMWNiOGQtNTFjMy00OWUzLWExOGMtZGI1NTVjNDUyMmQ2XkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,74,6.0,"$30,901",N/A
170,Rent-a-Pal,2020,Unrated,11 Sep 2020,108 min,"Horror, Thriller",Jon Stevenson,Jon Stevenson,"Brian Landis Folkins, Wil Wheaton, Kathleen Brady","1990: David, 40, looks after his dementia mom. He uses a video dating service to no avail. He buys a ""Rent-A-Pal"" video tape and things change.",English,https://m.media-amazon.com/images/M/MV5BOTNhNGYzYzktN2FjOS00NTZiLThlMjktYTFhYTg5ZmQ1Yjc0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,61,6.2,"$29,450",N/A
171,Olympic Dreams,2019,PG-13,14 Feb 2020,85 min,"Comedy, Romance, Sport",Jeremy Teicher,"Nick Kroll, Alexi Pappas, Jeremy Teicher","Nick Kroll, Alexi Pappas, Gus Kenworthy","In the Olympic Athlete Village, a young cross-country skier bonds with a volunteer doctor after her competition ends.",English,https://m.media-amazon.com/images/M/MV5BYjgyNGRkOTMtZDcxNS00ZWZlLTlhYjMtOWExNDBiODc5MjE4XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,55,5.8,"$36,527",N/A
172,Tread,2020,N/A,28 Feb 2020,89 min,Documentary,Paul Solet,Paul Solet,"Marvin Heemeyer, Patrick Brower, Glenn Trainor Jr.","Pushed to his breaking point, a master welder in a small town at the foot of the Rocky Mountains quietly fortifies a bulldozer with 30 tons of concrete and steel and seeks to destroy those he believes have wronged him.",English,https://m.media-amazon.com/images/M/MV5BMmE1NzhiZTItMTA4ZC00ZWU0LTgzNzQtNWNiZDRkMjFhZGNjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,66,7.1,"$29,118",N/A
173,Buffaloed,2019,Not Rated,01 Jun 2020,95 min,"Comedy, Drama",Tanya Wexler,Brian Sacca,"Zoey Deutch, Jai Courtney, Judy Greer","In the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",English,https://m.media-amazon.com/images/M/MV5BM2I2ZjlkYzAtZWE5OC00ODc5LTk0ZDUtMGJiY2MwM2VlMjlkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,61,6.3,"$28,771",N/A
174,Spree,2020,Not Rated,14 Aug 2020,93 min,"Comedy, Crime, Drama",Eugene Kotlyarenko,"Eugene Kotlyarenko, Gene McHugh","Joe Keery, Sasheer Zamata, David Arquette","Thirsty for a following, Kurt Kunkle is a rideshare driver who has figured out a deadly plan to go viral.",English,https://m.media-amazon.com/images/M/MV5BOWM5ZGU3ZjctY2U4NS00ZGE0LWI1OGYtYmZkYzk2NzAyNWJjXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,42,5.9,"$28,273",N/A
175,Sorry We Missed You,2019,Not Rated,06 Mar 2020,101 min,Drama,Ken Loach,Paul Laverty,"Kris Hitchen, Debbie Honeywood, Rhys Stone","Hoping that self-employment through gig economy can solve their financial woes, a hard-up UK delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of this modern-day form of labour exploitatio",English,https://m.media-amazon.com/images/M/MV5BODhlYTYzM2MtMGM5ZC00MjRlLWI5NTYtMDNmZGE0ZTAyNWVmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,82,7.6,"$27,317",Zweites Deutsches Fernsehen
176,Cane River,1982,N/A,07 Feb 2020,104 min,"Drama, Romance",Horace Jenkins,Horace Jenkins,"Richard Romain, Tommye Myrick, Ilunga Adell",The romance between two African Americans who come from a different class background.,English,https://m.media-amazon.com/images/M/MV5BNTBmMTU1MDktMjRkNy00MjIzLWEyYjgtNWM4MGI0MzNiZDcyXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,80,6.7,"$26,563",N/A
177,José,2018,Not Rated,31 Jan 2020,85 min,Drama,Li Cheng,"Li Cheng, George F. Roberson","Enrique Salanic, Manolo Herrera, Ana Cecilia Mota","José lives with his mother in Guatemala. It's a tough life in one of the most violent and religious countries. When he meets Luis, he's thrust into new-found passion and pain.",Spanish,https://m.media-amazon.com/images/M/MV5BYjgxZDgxZDQtMTI1Mi00YzNjLWI0OWItOTI3YWYwMzVkZjU3XkEyXkFqcGdeQXVyMzMxNjYzNzM@._V1_SX300.jpg,75,6.8,"$25,878",N/A
178,Zombi Child,2019,Not Rated,24 Jan 2020,103 min,"Drama, Fantasy, Horror",Bertrand Bonello,Bertrand Bonello,"Louise Labeque, Wislanda Louimat, Katiana Milfort","A man is brought back from the dead to work in the hell of sugar cane plantations. 55 years later, a Haitian teenager tells her friends her family secret - not suspecting that it will push one of them to commit the irreparable.","French, Haitian, English",https://m.media-amazon.com/images/M/MV5BYzFlYzg4YmYtN2JiOC00Y2ZlLTllZGEtNzliZDIyYWQyMDVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,75,6.0,"$25,694",N/A
179,The Booksellers,2019,N/A,06 Mar 2020,99 min,Documentary,D.W. Young,N/A,"Parker Posey, Fran Lebowitz, Gay Talese",A behind-the-scenes look at the New York rare book world.,English,https://m.media-amazon.com/images/M/MV5BNjNlNDU3MTMtZjgzZC00MzhkLWI2MDktYzJkMTFhZWVhMDNjXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,72,6.9,"$25,488",N/A
180,Unsubscribe,2020,N/A,10 Jun 2020,30 min,"Short, Thriller",Christian Nilsson,Christian Nilsson,"Charlie Tahan, Eric Tabach, Michelle Khare",Five YouTubers join an online video-call and find themselves haunted and hunted by a mysterious internet troll.,English,https://m.media-amazon.com/images/M/MV5BOGU5ZWIxNTctMzAzNi00YzY4LWExM2YtNDJmMWRiODBiNDU1XkEyXkFqcGdeQXVyMjE4OTk2OTg@._V1_SX300.jpg,N/A,5.1,"$3,449",N/A
181,Clifton Hill,2019,Unrated,28 Feb 2020,100 min,"Drama, Mystery, Thriller",Albert Shin,"James Schultz, Albert Shin","Addison Tymec, Mikayla Radan, Tim Beresford","Follows a troubled young woman returning to her hometown of Niagara Falls, where the memory of a long-ago kidnapping quickly ensnares her.",English,https://m.media-amazon.com/images/M/MV5BZmQ4NTM4ODctZjU1Yi00ZGMwLWJkMGYtYWZiNjhmMzg2MTk2XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,61,5.5,"$24,139",N/A
182,Heart of Africa,2020,N/A,13 Mar 2020,90 min,Drama,Tshoper Kabambi,"Tshoper Kabambi, Margaret B. Young, Margaret Blair Young","Moyindo Mpongo, Brandon Ray Olive, Elbas Manuana","A Congolese man runs from a terrible accident and finds himself at a revolutionary camp, where he is told that he has a great destiny. Now, he must face his fears and his shame, but also his magnificent possibilities.","French, Lingala, English",https://m.media-amazon.com/images/M/MV5BOTIxMzM2MWQtMjdkMS00YmMxLTk5OWMtZDlmNTFiY2E2MzZmXkEyXkFqcGdeQXVyMjI0OTEyNjA@._V1_SX300.jpg,N/A,7.0,N/A,N/A
183,Premature,2014,R,02 Jul 2014,93 min,"Comedy, Drama, Fantasy",Dan Beers,"Dan Beers, Mathew Harawitz","John Karna, Caroline Traywick, Kate Kneeland","A high school senior has to re-live losing his virginity over and over again until he gets it right, with the right girl.","English, French",https://m.media-amazon.com/images/M/MV5BMjE2OTQ2NDEzMF5BMl5BanBnXkFtZTgwMjA3MjAwMjE@._V1_SX300.jpg,34,5.8,"$22,307",N/A
184,Tar,2020,Not Rated,02 Oct 2020,96 min,"Adventure, Horror, Thriller",Aaron Wolf,"Timothy Nuttall, Aaron Wolf","Timothy Bottoms, Graham Greene, Aaron Wolf",A mysterious creature rises from the depths of the La Brea Tar Pits in Los Angeles to wreak the city.,English,https://m.media-amazon.com/images/M/MV5BZjU2N2I3MzctMWUwOC00MTQwLTljYWEtOTVkYzU4MmM3NjkzXkEyXkFqcGdeQXVyMzUxMzczMDc@._V1_SX300.jpg,N/A,5.3,"$21,291",N/A
185,Le jeune Ahmed,2019,N/A,21 Feb 2020,85 min,Drama,"Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne","Idir Ben Addi, Olivier Bonnaud, Myriem Akheddiou",A Belgian teenager hatches a plot to kill his teacher after embracing an extremist interpretation of the Quran.,"French, Arabic",https://m.media-amazon.com/images/M/MV5BZmJiNzMzYWQtZmQ1OC00ZDlkLTljNTktMmMxM2JlNzA3NmZhXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,66,6.5,"$20,943",N/A
186,La cordillère des songes,2019,N/A,12 Feb 2020,84 min,Documentary,Patricio Guzmán,Patricio Guzmán,"Jorge Baradit, Vicente Gajardo, Francisco Gazitúa","Patricio Guzmán left Chile more than 40 years ago when the military dictatorship took over the government. However, he never stopped thinking about a country, a culture and a place on the map.",Spanish,https://m.media-amazon.com/images/M/MV5BODIxNzljM2ItNmVlZi00YjFiLWJhNTctYjJhODJmYjcyMGQ2XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,83,7.1,"$970,325",N/A
187,Lore,2012,Not Rated,20 Sep 2012,109 min,"Drama, Romance, War",Cate Shortland,"Cate Shortland, Robin Mukherjee, Rachel Seiffert","Saskia Rosendahl, Kai-Peter Malina, Nele Trebs","As the Allies sweep across Germany, Lore leads her siblings on a journey that exposes them to the truth of their parents' beliefs. An encounter with a mysterious refugee forces Lore to rely on a person she has always been taught to h","German, English, Russian",https://m.media-amazon.com/images/M/MV5BMjMxMDA5MDUwNl5BMl5BanBnXkFtZTcwNTM1NjM5OA@@._V1_SX300.jpg,76,7.1,N/A,N/A
188,Quarantine Cat Film Fest,2020,N/A,19 Jun 2020,84 min,Documentary,Brian Mendelssohn,"Brian Mendelssohn, Irwin Mendelssohn, Delena Obermaier",N/A,"Amateur filmmakers from around the world filmed their beloved cats during COVID-19 stay-at-home orders. This compilation reel brings together the cutest, funniest, and bravest, exclusively filmed during the pandemic.",English,https://m.media-amazon.com/images/M/MV5BZDExYTk1ZmQtYzMxYy00ZDNkLWE1YzEtZmM0Y2YzMTFjZjI2XkEyXkFqcGdeQXVyNjk1NTUyNTU@._V1_SX300.jpg,N/A,7.6,"$19,873","Pantheon Entertainment Corporation, Foster Boy Movies"
189,Foster Boy,2019,N/A,25 Sep 2020,109 min,"Drama, Mystery, Thriller",Youssef Delara,Jay Paul Deratany,"Matthew Modine, Shane Paul McGhie, Lex Scott Davis",Michael is a high-powered lawyer and Jamal is an angry young man who has been imprisoned after years of abuse in the foster care system. Together they have to overcome their differences to find justice and expose the foster care syst,English,https://m.media-amazon.com/images/M/MV5BMzFkNGE4N2UtYmE2MC00N2JjLWE4NDgtYTk2OThiNWQ0NTU2XkEyXkFqcGdeQXVyODA4MzkyNjM@._V1_SX300.jpg,N/A,6.2,"$18,853",N/A
190,Sputnik,2020,Not Rated,24 Jul 2020,113 min,"Drama, Horror, Mystery",Egor Abramenko,"Oleg Malovichko, Andrey Zolotarev","Oksana Akinshina, Fedor Bondarchuk, Pyotr Fyodorov",The lone survivor of an enigmatic spaceship incident hasn't returned home alone - hiding inside his body is a dangerous creature.,"Russian, Latin",https://m.media-amazon.com/images/M/MV5BOTI4ZmE4MDUtMTFjOS00NWNkLThkMzgtOTdmYzY4ODhmYTI0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,61,6.4,"$208,256,765",N/A
